,Id,Name,Nation,Team,League,Born,Mac,Pos,Blok,Baskı,Pas,Gole_katkı,Dakika
39,39,Kristoffer Ajer,NOR,Brentford,Premier League,1998,9,DF,0.09264409195746048,0.2034322625203844,0.17024311929789523,0.0,0.3682938617689705
40,40,Ludovic Ajorque,FRA,Strasbourg,Ligue 1,1994,13,0.0,0.0,0.0,0.0,0.0,0.0
41,41,Ludovic Ajorque,FRA,Mainz 05,Bundesliga,1994,4,0.0,0.0,0.0,0.0,0.0,0.0
42,42,Manuel Akanji,SUI,Manchester City,Premier League,1995,15,DF,0.14263291928870903,0.23191293031776727,0.3598709367333055,0.006306306306306306,0.6210729821169647
43,43,Nathan Ak�,NED,Manchester City,Premier League,1995,15,DF,0.11605956536348484,0.09043770402488326,0.33661739115347356,0.0,0.5582406959884002
44,44,Sergio Akieme,ESP,Almer�a,La Liga,1997,21,DF,0.05628472224417949,0.07692109848740744,0.1721973271037983,0.0,0.9130014499758337
45,45,Maghnes Akliouche,FRA,Monaco,Ligue 1,2002,6,MFDF,0.03347881881388237,0.1860538643143818,0.14447782707886658,0.0,0.1193813436442726
46,46,Paul Akouokou,CIV,Betis,La Liga,1997,6,0.0,0.0,0.0,0.0,0.0,0.0
47,47,Jean-Daniel Akpa-Akpro,CIV,Empoli,Serie A,1992,12,0.0,0.0,0.0,0.0,0.0,0.0
48,48,Kevin Akpoguma,NGA,Hoffenheim,Bundesliga,1995,16,DF,0.23955119225047286,0.31673781366399123,0.24610790145322708,0.0,0.4973417109714838
49,49,David Alaba,AUT,Real Madrid,La Liga,1992,17,DF,0.09737707474091382,0.13527753470554701,0.2216518126459979,0.029801801801801805,0.6592556790720154
50,50,Tom�s Alarc�n,CHI,C�diz,La Liga,1999,4,0.0,0.0,0.0,0.0,0.0,0.0
51,51,Lucas Alario,ARG,Eint Frankfurt,Bundesliga,1992,12,0.0,0.0,0.0,0.0,0.0,0.0
52,52,Jordi Alba,ESP,Barcelona,La Liga,1989,14,DF,0.08562008862866836,0.2297403343028534,0.4995346050271182,0.054126126126126134,0.44949250845819233
53,53,Luis Alberto,ESP,Lazio,Serie A,1992,19,0.0,0.0,0.0,0.0,0.0,0.0
54,54,Ra�l Albiol,ESP,Villarreal,La Liga,1985,17,DF,0.10651045295949733,0.20155061242649017,0.3472470889019467,0.0,0.7336877718704689
55,55,Marc Albrighton,ENG,Leicester City,Premier League,1989,6,0.0,0.0,0.0,0.0,0.0,0.0
56,56,Thiago Alc�ntara,ESP,Liverpool,Premier League,1991,14,0.0,0.0,0.0,0.0,0.0,0.0
57,57,Carlos Alcaraz,ARG,Southampton,Premier League,2002,3,0.0,0.0,0.0,0.0,0.0,0.0
58,58,Rub�n Alcaraz,ESP,C�diz,La Liga,1991,16,0.0,0.0,0.0,0.0,0.0,0.0
59,59,Omar Alderete,PAR,Getafe,La Liga,1996,8,DF,0.09937558718126416,0.17925915009280663,0.20240444190904477,0.0,0.30401159980666986
60,60,Iv�n Alejo,ESP,C�diz,La Liga,1995,16,0.0,0.0,0.0,0.0,0.0,0.0
61,61,Do�an Alemdar,TUR,Rennes,Ligue 1,2002,3,0.0,0.0,0.0,0.0,0.0,0.0
62,62,Carles Ale��,ESP,Getafe,La Liga,1998,19,0.0,0.0,0.0,0.0,0.0,0.0
63,63,Trent Alexander-Arnold,ENG,Liverpool,Premier League,1998,20,DF,0.060785803847046335,0.21604503996116933,0.5206504115758603,0.03340540540540541,0.6959884001933301
64,64,Alejandro Alfaro,ESP,Elche,La Liga,2002,1,0.0,0.0,0.0,0.0,0.0,0.0
65,65,�ngel Algobia,ESP,Getafe,La Liga,1999,14,0.0,0.0,0.0,0.0,0.0,0.0
66,66,Mohamed Ali Cho,FRA,Real Sociedad,La Liga,2004,8,0.0,0.0,0.0,0.0,0.0,0.0
67,67,Faride Alidou,GER,Eint Frankfurt,Bundesliga,2001,9,DFMF,0.0,0.31670009507649605,0.2794018368093607,0.0,0.05896568390526825
68,68,Alisson,BRA,Liverpool,Premier League,1992,20,0.0,0.0,0.0,0.0,0.0,0.0
69,69,Jim Allevinah,GAB,Clermont Foot,Ligue 1,1995,21,DFFW,0.11940377917851366,0.19437190326893686,0.13579325025940248,0.028000000000000004,0.5891735137747703
70,70,Dele Alli,ENG,Everton,Premier League,1996,2,0.0,0.0,0.0,0.0,0.0,0.0
71,71,Domingos Andr� Ribeiro Almeida,POR,Valencia,La Liga,2000,18,0.0,0.0,0.0,0.0,0.0,0.0
72,72,Miguel Almir�n,PAR,Newcastle Utd,Premier League,1994,22,0.0,0.0,0.0,0.0,0.0,0.0
73,73,Marcos Alonso,ESP,Barcelona,La Liga,1990,12,DF,0.13317462971249522,0.21486915693871814,0.41732758790756685,0.028000000000000004,0.29917834702754953
74,74,Micka�l Alphonse,GLP,Ajaccio,Ligue 1,1989,17,DF,0.10712019643142318,0.23586887456957792,0.23695400906096112,0.0,0.4122764620589657
75,75,�der �lvarez Balanta,COL,Schalke 04,Bundesliga,1993,1,0.0,0.0,0.0,0.0,0.0,0.0
76,76,Carlos �lvarez,ESP,Sevilla,La Liga,2003,1,0.0,0.0,0.0,0.0,0.0,0.0
77,77,Gast�n �lvarez,URU,Getafe,La Liga,2000,10,DF,0.11045069593946415,0.2737866510460245,0.12244477054163241,0.05600000000000001,0.2754954084098598
78,78,Juli�n �lvarez,ARG,Manchester City,Premier League,2000,16,0.0,0.0,0.0,0.0,0.0,0.0
79,79,Agust�n �lvarez Mart�nez,URU,Sassuolo,Serie A,2001,16,0.0,0.0,0.0,0.0,0.0,0.0
80,80,Yeray �lvarez,ESP,Athletic Club,La Liga,1995,18,DF,0.11397790608605371,0.19496523982114247,0.3279537712126323,0.03340540540540541,0.7559207346544224
81,81,Ibrahim Amadou,FRA,Angers,Ligue 1,1993,6,DFMF,0.1543608391125809,0.15788142157751506,0.12665941994510693,0.0,0.1933301111648139
82,82,Daniel Amartey,GHA,Leicester City,Premier League,1994,17,DF,0.15188483594742647,0.1997364592611543,0.2742046805781959,0.0,0.6592556790720154
83,83,Amath,SEN,Mallorca,La Liga,1996,14,0.0,0.0,0.0,0.0,0.0,0.0
84,84,Jordan Amavi,FRA,Getafe,La Liga,1994,4,DF,0.13298530806625497,0.18590092298386718,0.12749374879106345,0.0,0.09279845335911069
85,85,Kelvin Amian,FRA,Spezia,Serie A,1998,15,DF,0.10681532469546025,0.10997978247929295,0.18039848205889428,0.008108108108108109,0.5065248912518124
86,86,Bruno Amione,ARG,Hellas Verona,Serie A,2002,1,DF,0.1553045206088432,0.22602089365287736,0.09358158504581858,0.0,0.027549540840985987
87,87,Bruno Amione,ARG,Sampdoria,Serie A,2002,10,DF,0.12586714494542092,0.2993944793250792,0.17870941950170116,0.00990990990990991,0.38134364427259543
88,88,Nadiem Amiri,GER,Leverkusen,Bundesliga,1996,15,0.0,0.0,0.0,0.0,0.0,0.0
89,89,Ethan Ampadu,WAL,Spezia,Serie A,2000,16,DFMF,0.20542588768559816,0.26004387151479014,0.22243940364014544,0.006306306306306306,0.6568390526824552
90,90,Sofyan Amrabat,MAR,Fiorentina,Serie A,1996,18,0.0,0.0,0.0,0.0,0.0,0.0
91,91,Joachim Andersen,DEN,Crystal Palace,Premier League,1996,17,DF,0.12152850604969082,0.11904644970272461,0.328352224671908,0.028000000000000004,0.7133881101981634
92,92,Elliot Anderson,SCO,Newcastle Utd,Premier League,2002,10,0.0,0.0,0.0,0.0,0.0,0.0
93,93,Felipe Anderson,BRA,Lazio,Serie A,1993,22,0.0,0.0,0.0,0.0,0.0,0.0
94,94,Benjamin Andr�,FRA,Lille,Ligue 1,1990,20,0.0,0.0,0.0,0.0,0.0,0.0
95,95,Komnen Andri?,SRB,Clermont Foot,Ligue 1,1995,23,0.0,0.0,0.0,0.0,0.0,0.0
96,96,Robert Andrich,GER,Leverkusen,Bundesliga,1994,18,0.0,0.0,0.0,0.0,0.0,0.0
97,97,Angeli�o,ESP,Hoffenheim,Bundesliga,1997,19,DF,0.11033215749933022,0.15488695115590642,0.33334313718273273,0.025225225225225224,0.7713871435476075
98,98,Fabrizio Angileri,ARG,Getafe,La Liga,1994,8,DF,0.10995979898503427,0.16573015988385104,0.1434444816491081,0.0,0.24601256645722572
99,99,Jaidon Anthony,ENG,Bournemouth,Premier League,1999,17,0.0,0.0,0.0,0.0,0.0,0.0
100,100,Janis Antiste,FRA,Sassuolo,Serie A,2002,2,0.0,0.0,0.0,0.0,0.0,0.0
101,101,Waldemar Anton,GER,Stuttgart,Bundesliga,1996,20,DF,0.07100786746888066,0.1709897848408053,0.24866935462935935,0.028000000000000004,0.8666022232962783
102,102,Marcos Ant�nio,BRA,Lazio,Serie A,2000,11,0.0,0.0,0.0,0.0,0.0,0.0
103,103,Michail Antonio,JAM,West Ham,Premier League,1990,21,0.0,0.0,0.0,0.0,0.0,0.0
104,104,Antony,BRA,Manchester Utd,Premier League,2000,12,0.0,0.0,0.0,0.0,0.0,0.0
105,105,Valentin Antov,BUL,Monza,Serie A,2000,4,DF,0.26750095151314707,0.25928701267587834,0.2780694816296718,0.0,0.08264862252295795
106,106,Christopher Antwi-Adjei,GHA,Bochum,Bundesliga,1994,15,0.0,0.0,0.0,0.0,0.0,0.0
107,107,Anuar,MAR,Valladolid,La Liga,1995,3,0.0,0.0,0.0,0.0,0.0,0.0
108,108,Houssem Aouar,FRA,Lyon,Ligue 1,1998,9,0.0,0.0,0.0,0.0,0.0,0.0
109,109,Adil Aouchiche,FRA,Lorient,Ligue 1,2002,6,0.0,0.0,0.0,0.0,0.0,0.0
110,110,Dennis Appiah,FRA,Nantes,Ligue 1,1992,15,DFMF,0.16334931395468352,0.208471752311742,0.1984505449428834,0.0,0.3837602706621556
111,111,Mauro Arambarri,URU,Getafe,La Liga,1995,7,0.0,0.0,0.0,0.0,0.0,0.0
112,112,Charles Ar�nguiz,CHI,Leverkusen,Bundesliga,1989,10,0.0,0.0,0.0,0.0,0.0,0.0
113,113,Ronald Ara�jo,URU,Barcelona,La Liga,1999,10,DF,0.04853226350712901,0.1867930095170071,0.3339879325304293,0.00990990990990991,0.4146930884485258
114,114,Cameron Archer,ENG,Aston Villa,Premier League,2001,6,0.0,0.0,0.0,0.0,0.0,0.0
115,115,Ta�ryk Arconte,FRA,Brest,Ligue 1,2003,2,0.0,0.0,0.0,0.0,0.0,0.0
116,116,Alphonse Areola,FRA,West Ham,Premier League,1993,2,0.0,0.0,0.0,0.0,0.0,0.0
117,117,Joe Aribo,NGA,Southampton,Premier League,1996,19,0.0,0.0,0.0,0.0,0.0,0.0
118,118,Adam Armstrong,ENG,Southampton,Premier League,1997,20,0.0,0.0,0.0,0.0,0.0,0.0
119,119,Stuart Armstrong,SCO,Southampton,Premier League,1992,18,0.0,0.0,0.0,0.0,0.0,0.0
120,120,Marko Arnautovi?,AUT,Bologna,Serie A,1989,14,0.0,0.0,0.0,0.0,0.0,0.0
121,121,Maximilian Arnold,GER,Wolfsburg,Bundesliga,1994,20,0.0,0.0,0.0,0.0,0.0,0.0
122,122,Kepa Arrizabalaga,ESP,Chelsea,Premier League,1994,14,0.0,0.0,0.0,0.0,0.0,0.0
123,123,Roberto Arroyo,ESP,Valladolid,La Liga,2003,1,0.0,0.0,0.0,0.0,0.0,0.0
124,124,Tolgay Arslan,GER,Udinese,Serie A,1990,20,0.0,0.0,0.0,0.0,0.0,0.0
125,125,Arthur,BRA,Fiorentina,Serie A,1998,16,0.0,0.0,0.0,0.0,0.0,0.0
126,126,Santiago Arzamendia,PAR,C�diz,La Liga,1998,8,MFDF,0.2250520598044315,0.23080221165703976,0.18517672684609768,0.0,0.14403093281778637
127,127,Takuma Asano,JPN,Bochum,Bundesliga,1994,11,0.0,0.0,0.0,0.0,0.0,0.0
128,128,Santiago Ascac�bar,ARG,Cremonese,Serie A,1997,13,0.0,0.0,0.0,0.0,0.0,0.0
129,129,Sergio Asenjo,ESP,Valladolid,La Liga,1989,5,0.0,0.0,0.0,0.0,0.0,0.0
130,130,Marco Asensio,ESP,Real Madrid,La Liga,1996,15,0.0,0.0,0.0,0.0,0.0,0.0
131,131,Kristoffer Askildsen,NOR,Lecce,Serie A,2001,16,0.0,0.0,0.0,0.0,0.0,0.0
132,132,Fisnik Asllani,KVX,Hoffenheim,Bundesliga,2002,4,0.0,0.0,0.0,0.0,0.0,0.0
133,133,Kristjan Asllani,ALB,Inter,Serie A,2002,12,0.0,0.0,0.0,0.0,0.0,0.0
134,134,Iago Aspas,ESP,Celta Vigo,La Liga,1987,20,0.0,0.0,0.0,0.0,0.0,0.0
135,135,Lorenz Assignon,TOG,Rennes,Ligue 1,2000,6,DF,0.1692540284479609,0.18770191178825751,0.16842242564597215,0.04054054054054054,0.09328177863702272
136,136,Youcef Atal,ALG,Nice,Ligue 1,1996,13,DFMF,0.07904721108833337,0.37424039707134,0.2595162670635245,0.028000000000000004,0.3073948767520541
137,137,Pierre-Emerick Aubameyang,GAB,Chelsea,Premier League,1989,11,0.0,0.0,0.0,0.0,0.0,0.0
138,138,Pierre-Emerick Aubameyang,GAB,Barcelona,La Liga,1989,1,0.0,0.0,0.0,0.0,0.0,0.0
139,139,Emil Audero,ITA,Sampdoria,Serie A,1997,21,0.0,0.0,0.0,0.0,0.0,0.0
140,140,Tommaso Augello,ITA,Sampdoria,Serie A,1994,20,DF,0.0818447886468498,0.04725809338826456,0.2547136154911888,0.03790990990990992,0.7854035766070565
141,141,Ludwig Augustinsson,SWE,Aston Villa,Premier League,1994,3,DF,0.0,0.09212724150327817,0.13761365374268963,0.0,0.03673272112131465
142,142,Ludwig Augustinsson,SWE,Mallorca,La Liga,1994,1,DF,0.0,0.02998500749625187,0.09615662510690769,0.0,0.033832769453842435
143,143,Serge Aurier,CIV,Nott'ham Forest,Premier League,1992,14,DF,0.09361643113422685,0.2714389643841285,0.19882388306312357,0.028000000000000004,0.5224746254229096
144,144,Mathias Autret,FRA,Auxerre,Ligue 1,1991,19,0.0,0.0,0.0,0.0,0.0,0.0
145,145,Ezequiel �vila,ARG,Osasuna,La Liga,1994,18,0.0,0.0,0.0,0.0,0.0,0.0
146,146,C�dric Avinel,GLP,Ajaccio,Ligue 1,1986,14,DF,0.0750255659620305,0.05032801572459191,0.15906334247307674,0.028000000000000004,0.5321411309811502
147,147,Taiwo Awoniyi,NGA,Nott'ham Forest,Premier League,1997,16,0.0,0.0,0.0,0.0,0.0,0.0
148,148,Mehmet-Can Aydin,GER,Schalke 04,Bundesliga,2002,10,DF,0.1692540284479609,0.37194166460934275,0.13812204536305447,0.0,0.14209763170613823
149,149,Andr� Ayew,GHA,Nott'ham Forest,Premier League,1989,2,0.0,0.0,0.0,0.0,0.0,0.0
150,150,Jordan Ayew,GHA,Crystal Palace,Premier League,1991,22,0.0,0.0,0.0,0.0,0.0,0.0
151,151,Kaan Ayhan,TUR,Sassuolo,Serie A,1994,10,DF,0.10603161155867993,0.12567725385252998,0.24016657872227093,0.0,0.2629289511841469
152,152,Luke Ayling,ENG,Leeds United,Premier League,1991,14,DF,0.2374695329730417,0.27717278284100744,0.2573733224424942,0.011711711711711712,0.33977767037216045
153,153,Ayman Azhil,MAR,Leverkusen,Bundesliga,2001,1,0.0,0.0,0.0,0.0,0.0,0.0
154,154,Sardar Azmoun,IRN,Leverkusen,Bundesliga,1995,10,0.0,0.0,0.0,0.0,0.0,0.0
155,155,C�sar Azpilicueta,ESP,Chelsea,Premier League,1989,18,DF,0.1710939232048425,0.27970947611344743,0.2592942017536166,0.0,0.4939584340260995
156,156,Sanoussy Ba,GER,RB Leipzig,Bundesliga,2004,1,DF,0.0,0.0,0.0,0.0,0.0
157,157,Iddrisu Baba,GHA,Mallorca,La Liga,1996,17,0.0,0.0,0.0,0.0,0.0,0.0
158,158,Sr?an Babi?,SRB,Almer�a,La Liga,1996,18,DF,0.0793397191933218,0.16381521681639713,0.20601713474836736,0.028000000000000004,0.7607539874335427
159,159,Lo�c Bade,FRA,Sevilla,La Liga,2000,6,DF,0.005880194778182758,0.1200568579148755,0.17651362672489293,0.0,0.21604639922667956
160,160,Lo�c Bade,FRA,Rennes,Ligue 1,2000,1,DF,0.0,0.0008299751486781818,0.019453785690508728,0.0009009009009009008,0.0430159497341711
161,161,�dgar Bad�a,ESP,Elche,La Liga,1992,20,0.0,0.0,0.0,0.0,0.0,0.0
162,162,Beno�t Badiashile,FRA,Chelsea,Premier League,2001,4,DF,0.03452732444329083,0.043286172756922696,0.31076495282952576,0.0,0.1735137747704205
163,163,Beno�t Badiashile,FRA,Monaco,Ligue 1,2001,11,DF,0.11952999360934048,0.10354517589782612,0.29440169791674226,0.05600000000000001,0.40502658289028515
164,164,Alex Baena,ESP,Villarreal,La Liga,2001,18,0.0,0.0,0.0,0.0,0.0,0.0
165,165,Jaime B�ez,URU,Cremonese,Serie A,1995,2,DF,0.0,0.3421202050406108,0.35982847317366834,0.0,0.04591590140164331
166,166,Leon Bailey,JAM,Aston Villa,Premier League,1997,20,0.0,0.0,0.0,0.0,0.0,0.0
167,167,Eric Bailly,CIV,Marseille,Ligue 1,1994,7,DF,0.26011664522367156,0.1425145911892341,0.22950776289317387,0.0,0.1691638472692122
168,168,D�nys Bain,FRA,Auxerre,Ligue 1,1993,2,DF,0.16456546393426694,0.2337601129223586,0.1177309778209884,0.0,0.060415659739004354
169,169,Brandon Baiye,BEL,Clermont Foot,Ligue 1,2000,7,0.0,0.0,0.0,0.0,0.0,0.0
170,170,Stefan Bajcetic,ESP,Liverpool,Premier League,2004,5,0.0,0.0,0.0,0.0,0.0,0.0
171,171,Nedim Bajrami,ALB,Empoli,Serie A,1999,19,0.0,0.0,0.0,0.0,0.0,0.0
172,172,Nedim Bajrami,ALB,Sassuolo,Serie A,1999,1,0.0,0.0,0.0,0.0,0.0,0.0
173,173,C�dric Bakambu,COD,Marseille,Ligue 1,1991,3,0.0,0.0,0.0,0.0,0.0,0.0
174,174,Mitchel Bakker,NED,Leverkusen,Bundesliga,2000,17,MFDF,0.08620844180291347,0.07718180308124513,0.18429092002275987,0.06410810810810812,0.46737554374093765
175,175,Ridle Baku,GER,Wolfsburg,Bundesliga,1998,20,DF,0.1670337911087284,0.20918935211887102,0.2757203575040511,0.14450450450450453,0.8356694055099081
176,176,Tommaso Baldanzi,ITA,Empoli,Serie A,2003,13,0.0,0.0,0.0,0.0,0.0,0.0
177,177,Alejandro Balde,ESP,Barcelona,La Liga,2003,18,DF,0.11743298235052357,0.24374899967101812,0.2448309575631074,0.002702702702702703,0.5843402609956501
178,178,Thierno Balde,FRA,Troyes,Ligue 1,2002,18,DF,0.049534298098671374,0.19975965394503523,0.17435224527717721,0.0,0.6370227162880618
179,179,Carlos Baleba,CMR,Lille,Ligue 1,2004,9,0.0,0.0,0.0,0.0,0.0,0.0
180,180,Mikel Balenziaga,ESP,Athletic Club,La Liga,1988,1,DF,0.0,0.018088722356290155,0.020348306383707045,0.0,0.02126631222812953
181,181,Leonardo Balerdi,ARG,Marseille,Ligue 1,1999,23,DF,0.18153292355476977,0.23511714565057076,0.25751238988708314,0.0045045045045045045,0.8525857902368293
182,182,Iv�n Balliu,ALB,Rayo Vallecano,La Liga,1992,20,DF,0.005100961734829674,0.06859669706362659,0.2668520678566363,0.0,0.8661188980183664
183,183,Fod� Ballo-Tour�,SEN,Milan,Serie A,1997,3,DF,0.1675279844909316,0.1214363538468258,0.33095066113766497,0.028000000000000004,0.09424842919284679
184,184,Folarin Balogun,ENG,Reims,Ligue 1,2001,21,0.0,0.0,0.0,0.0,0.0,0.0
185,185,Abdoulaye Bamba,CIV,Angers,Ligue 1,1990,9,DF,0.06721610480571336,0.18048023497045995,0.22318217701002596,0.0,0.2677622039632673
186,186,Jonathan Bamba,FRA,Lille,Ligue 1,1996,18,0.0,0.0,0.0,0.0,0.0,0.0
187,187,Patrick Bamford,ENG,Leeds United,Premier League,1993,14,0.0,0.0,0.0,0.0,0.0,0.0
188,188,Lameck Banda,ZAM,Lecce,Serie A,2001,22,0.0,0.0,0.0,0.0,0.0,0.0
189,189,Filippo Bandinelli,ITA,Empoli,Serie A,1995,22,0.0,0.0,0.0,0.0,0.0,0.0
190,190,L�o Baptist�o,BRA,Almer�a,La Liga,1992,16,0.0,0.0,0.0,0.0,0.0,0.0
191,191,Shandon Baptiste,GRN,Brentford,Premier League,1998,12,0.0,0.0,0.0,0.0,0.0,0.0
192,192,Anton�n Bar�k,CZE,Hellas Verona,Serie A,1994,1,0.0,0.0,0.0,0.0,0.0,0.0
193,193,Anton�n Bar�k,CZE,Fiorentina,Serie A,1994,17,0.0,0.0,0.0,0.0,0.0,0.0
194,194,Andrea Barberis,ITA,Monza,Serie A,1993,7,0.0,0.0,0.0,0.0,0.0,0.0
195,195,Bradley Barcola,FRA,Lyon,Ligue 1,2002,12,0.0,0.0,0.0,0.0,0.0,0.0
196,196,Melvin Bard,FRA,Nice,Ligue 1,2000,20,DF,0.13755199717554673,0.3828247412971193,0.19323401449386682,0.0,0.7235379410343161
197,197,Keidi Bare,ALB,Espanyol,La Liga,1997,11,0.0,0.0,0.0,0.0,0.0,0.0
198,198,Nicol� Barella,ITA,Inter,Serie A,1997,20,0.0,0.0,0.0,0.0,0.0,0.0
199,199,Kike Barja,ESP,Osasuna,La Liga,1997,10,0.0,0.0,0.0,0.0,0.0,0.0
200,200,Ross Barkley,ENG,Nice,Ligue 1,1993,15,0.0,0.0,0.0,0.0,0.0,0.0
201,201,Aymen Barkok,MAR,Mainz 05,Bundesliga,1998,11,0.0,0.0,0.0,0.0,0.0,0.0
202,202,Harvey Barnes,ENG,Leicester City,Premier League,1997,20,0.0,0.0,0.0,0.0,0.0,0.0
203,203,Leandro Barreiro Martins,LUX,Mainz 05,Bundesliga,2000,18,0.0,0.0,0.0,0.0,0.0,0.0
204,204,Ander Barrenetxea,ESP,Real Sociedad,La Liga,2001,7,0.0,0.0,0.0,0.0,0.0,0.0
205,205,Micka�l Barreto,FRA,Ajaccio,Ligue 1,1991,7,0.0,0.0,0.0,0.0,0.0,0.0
206,206,Pablo Barrios,ESP,Atl�tico Madrid,La Liga,2003,5,0.0,0.0,0.0,0.0,0.0,0.0
207,207,Musa Barrow,GAM,Bologna,Serie A,1998,15,0.0,0.0,0.0,0.0,0.0,0.0
208,208,Federico Baschirotto,ITA,Lecce,Serie A,1996,22,DF,0.14030317017604887,0.18054406176717855,0.21105366249910254,0.084,0.9565007249879168
209,209,Toma Ba�i?,CRO,Lazio,Serie A,1996,14,0.0,0.0,0.0,0.0,0.0,0.0
